Year,Month,Week,Category,Brand,Product_Name,Weekly_Units_Sold,Weekly_Revenue,Weekly_Margin,Average_Stock,Lag_1,Lag_2,Lag_3,Rolling_4_Week_Avg,Target,Product_Encoded,Lag_4,Rolling_8_Week_Avg,Category_Encoded,Brand_Encoded
2024,10,42,Snacks,Britannia,50-50 Biscuit,27,4442.49996455851,1126.3297815610817,256.6666666666667,17.0,27.0,5.0,19.0,20.0,0,31.0,22.25,6,1
2024,10,43,Snacks,Britannia,50-50 Biscuit,20,3299.1084326502964,811.842850996045,293.8333333333333,27.0,17.0,27.0,22.75,28.0,0,5.0,22.125,6,1
2024,10,44,Snacks,Britannia,50-50 Biscuit,28,4068.07087871941,950.4061931865226,287.42857142857144,20.0,27.0,17.0,23.0,14.0,0,27.0,22.0,6,1
2024,11,44,Snacks,Britannia,50-50 Biscuit,14,2406.1001414718535,446.9454568508779,262.3333333333333,28.0,20.0,27.0,22.25,37.0,0,17.0,21.125,6,1
2024,11,45,Snacks,Britannia,50-50 Biscuit,37,5310.495235086962,980.1445890850279,265.73333333333335,14.0,28.0,20.0,24.75,12.0,0,27.0,21.875,6,1
2024,11,46,Snacks,Britannia,50-50 Biscuit,12,1536.9723586073137,349.84832146602696,308.25,37.0,14.0,28.0,22.75,46.0,0,20.0,22.75,6,1
2024,11,47,Snacks,Britannia,50-50 Biscuit,46,4414.693445672736,685.2075855327103,224.3125,12.0,37.0,14.0,27.25,32.0,0,28.0,25.125,6,1
2024,11,48,Snacks,Britannia,50-50 Biscuit,32,4569.72693403638,769.73062631816,248.44444444444446,46.0,12.0,37.0,31.75,5.0,0,14.0,27.0,6,1
2024,12,48,Snacks,Britannia,50-50 Biscuit,5,844.4527421278644,184.45086716948794,197.0,32.0,46.0,12.0,23.75,37.0,0,37.0,24.25,6,1
2024,12,49,Snacks,Britannia,50-50 Biscuit,37,5541.9675704152705,1242.9218574116107,288.5833333333333,5.0,32.0,46.0,30.0,14.0,0,12.0,26.375,6,1
2024,12,50,Snacks,Britannia,50-50 Biscuit,14,2040.5251231125246,438.74343611786844,325.6666666666667,37.0,5.0,32.0,22.0,25.0,0,46.0,24.625,6,1
2024,12,51,Snacks,Britannia,50-50 Biscuit,25,3410.471246455221,885.5785455835961,321.0,14.0,37.0,5.0,20.25,39.0,0,32.0,26.0,6,1
2024,2,9,Beverages,PepsiCo,7UP Bottle,4,473.6290144239522,84.34070995809965,266.0,14.0,59.0,27.0,26.0,2.0,1,18.0,24.25,0,6
2024,3,9,Beverages,PepsiCo,7UP Bottle,2,139.3223434429455,34.0922699560067,438.0,4.0,14.0,59.0,19.75,29.0,1,27.0,20.5,0,6
2024,3,10,Beverages,PepsiCo,7UP Bottle,29,3456.4869263120045,560.6110488836578,287.0,2.0,4.0,14.0,12.25,18.0,1,59.0,20.75,0,6
2024,3,11,Beverages,PepsiCo,7UP Bottle,18,2185.514782785016,473.57980315344685,233.66666666666666,29.0,2.0,4.0,13.25,27.0,1,14.0,21.375,0,6
2024,3,12,Beverages,PepsiCo,7UP Bottle,27,3153.9551403757687,686.0271402075642,312.2,18.0,29.0,2.0,19.0,45.0,1,4.0,22.5,0,6
2024,3,13,Beverages,PepsiCo,7UP Bottle,45,6181.42793289842,927.1815380510792,256.1818181818182,27.0,18.0,29.0,29.75,53.0,1,2.0,24.75,0,6
2024,4,14,Beverages,PepsiCo,7UP Bottle,53,8168.681999283606,1742.4809440365407,243.14285714285714,45.0,27.0,18.0,35.75,18.0,1,29.0,24.0,0,6
2024,4,15,Beverages,PepsiCo,7UP Bottle,18,2700.6651737344587,589.5461147740635,291.2,53.0,45.0,27.0,35.75,18.0,1,18.0,24.5,0,6
2024,4,16,Beverages,PepsiCo,7UP Bottle,18,2240.481360555437,428.32981891023536,245.0,18.0,53.0,45.0,33.5,50.0,1,27.0,26.25,0,6
2024,4,17,Beverages,PepsiCo,7UP Bottle,50,9099.958988331817,2030.2690067526132,314.53333333333336,18.0,18.0,53.0,34.75,6.0,1,45.0,32.25,0,6
2024,4,18,Beverages,PepsiCo,7UP Bottle,6,773.9512927871592,193.2458458688341,211.33333333333334,50.0,18.0,18.0,23.0,14.0,1,53.0,29.375,0,6
2024,5,18,Beverages,PepsiCo,7UP Bottle,14,1881.6514454814908,529.1231013997434,319.75,6.0,50.0,18.0,22.0,25.0,1,18.0,28.875,0,6
2024,5,19,Beverages,PepsiCo,7UP Bottle,25,4238.889090906927,737.9876165451623,348.85714285714283,14.0,6.0,50.0,23.75,20.0,1,18.0,28.625,0,6
2024,5,20,Beverages,PepsiCo,7UP Bottle,20,2522.0865806013894,353.6083629897828,303.2857142857143,25.0,14.0,6.0,16.25,26.0,1,50.0,25.5,0,6
2024,5,21,Beverages,PepsiCo,7UP Bottle,26,3464.5139592355654,616.2032525022869,264.5,20.0,25.0,14.0,21.25,15.0,1,6.0,22.125,0,6
2024,5,22,Beverages,PepsiCo,7UP Bottle,15,1645.9613554983684,316.2927793377688,208.0,26.0,20.0,25.0,21.5,13.0,1,14.0,21.75,0,6
2024,6,22,Beverages,PepsiCo,7UP Bottle,13,1324.7212422341795,333.26473292851585,364.2,15.0,26.0,20.0,18.5,16.0,1,25.0,21.125,0,6
2024,6,23,Beverages,PepsiCo,7UP Bottle,16,1209.5558792270895,234.00850532887875,410.0,13.0,15.0,26.0,17.5,22.0,1,20.0,16.875,0,6
2024,6,24,Beverages,PepsiCo,7UP Bottle,22,3274.327654331885,543.3859240819135,203.5,16.0,13.0,15.0,16.5,28.0,1,26.0,18.875,0,6
2024,6,25,Beverages,PepsiCo,7UP Bottle,28,4016.229958405075,952.5432617839141,250.6,22.0,16.0,13.0,19.75,24.0,1,15.0,20.625,0,6
2024,6,26,Beverages,PepsiCo,7UP Bottle,24,3394.5662321746845,781.095797798385,267.57142857142856,28.0,22.0,16.0,22.5,19.0,1,13.0,20.5,0,6
2024,7,27,Beverages,PepsiCo,7UP Bottle,19,3101.6814921359473,740.899707110058,273.6666666666667,24.0,28.0,22.0,23.25,26.0,1,16.0,20.375,0,6
2024,7,28,Beverages,PepsiCo,7UP Bottle,26,2871.8102530552137,539.1867265831559,271.85714285714283,19.0,24.0,28.0,24.25,29.0,1,22.0,20.375,0,6
2024,7,29,Beverages,PepsiCo,7UP Bottle,29,3849.2912213120553,832.9590178165731,214.7,26.0,19.0,24.0,24.5,35.0,1,28.0,22.125,0,6
2024,7,30,Beverages,PepsiCo,7UP Bottle,35,4972.168098885331,1059.347635335156,294.27272727272725,29.0,26.0,19.0,27.25,3.0,1,24.0,24.875,0,6
2024,7,31,Beverages,PepsiCo,7UP Bottle,3,340.9988492089957,27.869783959474432,273.0,35.0,29.0,26.0,23.25,23.0,1,19.0,23.25,0,6
2024,8,31,Beverages,PepsiCo,7UP Bottle,23,3785.167475384225,588.0258990297983,313.85714285714283,3.0,35.0,29.0,22.5,27.0,1,26.0,23.375,0,6
2024,8,32,Beverages,PepsiCo,7UP Bottle,27,2854.569084166245,590.3466747754886,242.27272727272728,23.0,3.0,35.0,22.0,23.0,1,29.0,23.25,0,6
2024,8,33,Beverages,PepsiCo,7UP Bottle,23,3249.0028249526986,571.3569396919885,203.5,27.0,23.0,3.0,19.0,26.0,1,35.0,23.125,0,6
2024,8,34,Beverages,PepsiCo,7UP Bottle,26,4228.477508904589,840.7615305270035,320.8333333333333,23.0,27.0,23.0,24.75,28.0,1,3.0,24.0,0,6
2024,8,35,Beverages,PepsiCo,7UP Bottle,28,3603.7006676859905,682.168726828211,254.77777777777777,26.0,23.0,27.0,26.0,6.0,1,23.0,24.25,0,6
2024,9,35,Beverages,PepsiCo,7UP Bottle,6,485.98280830148656,106.5580985907803,441.0,28.0,26.0,23.0,20.75,36.0,1,27.0,21.375,0,6
2024,9,36,Beverages,PepsiCo,7UP Bottle,36,3557.5843627741533,642.4093417084247,284.0,6.0,28.0,26.0,24.0,24.0,1,23.0,21.5,0,6
2024,9,37,Beverages,PepsiCo,7UP Bottle,24,3744.408873895576,870.4265956709132,312.5,36.0,6.0,28.0,23.5,40.0,1,26.0,24.125,0,6
2024,9,38,Beverages,PepsiCo,7UP Bottle,40,4744.226051699961,735.1749189358168,190.42857142857142,24.0,36.0,6.0,26.5,33.0,1,28.0,26.25,0,6
2024,9,39,Beverages,PepsiCo,7UP Bottle,33,3910.6905829392426,559.2271350899716,352.2,40.0,24.0,36.0,33.25,8.0,1,6.0,27.0,0,6
2024,9,40,Beverages,PepsiCo,7UP Bottle,8,1202.051934014912,310.7675357479386,166.5,33.0,40.0,24.0,26.25,43.0,1,36.0,25.125,0,6
2024,10,40,Beverages,PepsiCo,7UP Bottle,43,5004.407090502053,986.3094968867548,255.4,8.0,33.0,40.0,31.0,35.0,1,24.0,27.25,0,6
2024,10,41,Beverages,PepsiCo,7UP Bottle,35,4672.445660290283,945.9778732790551,273.2142857142857,43.0,8.0,33.0,29.75,40.0,1,40.0,28.125,0,6
2024,10,42,Beverages,PepsiCo,7UP Bottle,40,6185.553291292686,1259.1803610793684,336.38461538461536,35.0,43.0,8.0,31.5,33.0,1,33.0,32.375,0,6
2024,10,43,Beverages,PepsiCo,7UP Bottle,33,2996.2506474889997,432.5273532099885,317.72727272727275,40.0,35.0,43.0,37.75,19.0,1,8.0,32.0,0,6
2024,10,44,Beverages,PepsiCo,7UP Bottle,19,2001.997192079563,264.7054593368947,221.66666666666666,33.0,40.0,35.0,31.75,11.0,1,43.0,31.375,0,6
2024,11,44,Beverages,PepsiCo,7UP Bottle,11,980.5172673673812,220.09662759284342,135.5,19.0,33.0,40.0,25.75,17.0,1,35.0,27.75,0,6
2024,11,45,Beverages,PepsiCo,7UP Bottle,17,2491.6491659642647,580.0977526636307,432.6,11.0,19.0,33.0,20.0,41.0,1,40.0,25.75,0,6
2024,11,46,Beverages,PepsiCo,7UP Bottle,41,4435.406849742209,831.5424081713131,287.35714285714283,17.0,11.0,19.0,22.0,27.0,1,33.0,29.875,0,6
2024,11,47,Beverages,PepsiCo,7UP Bottle,27,4311.512005083457,1019.7328034391787,277.55555555555554,41.0,17.0,11.0,24.0,26.0,1,19.0,27.875,0,6
2024,11,48,Beverages,PepsiCo,7UP Bottle,26,2900.5529206368774,429.9953911357983,255.9,27.0,41.0,17.0,27.75,1.0,1,11.0,26.75,0,6
2024,12,48,Beverages,PepsiCo,7UP Bottle,1,191.41774113409016,13.815312203633425,56.0,26.0,27.0,41.0,23.75,40.0,1,17.0,21.875,0,6
2024,12,49,Beverages,PepsiCo,7UP Bottle,40,5279.495935507977,979.0642777218316,328.0,1.0,26.0,27.0,23.5,18.0,1,41.0,22.75,0,6
2024,12,50,Beverages,PepsiCo,7UP Bottle,18,935.6854938798899,167.61954994561233,235.33333333333334,40.0,1.0,26.0,21.25,29.0,1,27.0,22.625,0,6
2024,12,51,Beverages,PepsiCo,7UP Bottle,29,3819.43729446896,756.5420303498092,242.8,18.0,40.0,1.0,22.0,31.0,1,26.0,24.875,0,6
2024,2,9,Grocery,ITC,Aashirvaad Atta,46,5525.90151271674,974.1219891108772,282.0769230769231,37.0,47.0,35.0,41.25,24.0,2,16.0,36.625,3,3
2024,3,9,Grocery,ITC,Aashirvaad Atta,24,3936.6117991857855,723.4358862679743,245.77777777777777,46.0,37.0,47.0,38.5,33.0,2,35.0,36.125,3,3
2024,3,10,Grocery,ITC,Aashirvaad Atta,33,4096.568746301918,883.868959138609,180.0,24.0,46.0,37.0,35.0,55.0,2,47.0,34.0,3,3
2024,3,11,Grocery,ITC,Aashirvaad Atta,55,7036.3105849994445,1716.5375645901215,300.94736842105266,33.0,24.0,46.0,39.5,55.0,2,37.0,36.625,3,3
2024,3,12,Grocery,ITC,Aashirvaad Atta,55,6772.273459038828,1467.0022536028214,235.6875,55.0,33.0,24.0,41.75,31.0,2,46.0,41.5,3,3
2024,3,13,Grocery,ITC,Aashirvaad Atta,31,3862.4010777006697,819.7725476338268,326.1666666666667,55.0,55.0,33.0,43.5,35.0,2,24.0,41.0,3,3
2024,4,14,Grocery,ITC,Aashirvaad Atta,35,4610.047634575727,1103.0893867668622,280.85714285714283,31.0,55.0,55.0,44.0,38.0,2,33.0,39.5,3,3
2024,4,15,Grocery,ITC,Aashirvaad Atta,38,5235.151321720012,1199.0528801132596,301.1666666666667,35.0,31.0,55.0,39.75,36.0,2,55.0,39.625,3,3
2024,4,16,Grocery,ITC,Aashirvaad Atta,36,5238.503050730069,1157.4637622175458,257.53333333333336,38.0,35.0,31.0,35.0,31.0,2,55.0,38.375,3,3
2024,4,17,Grocery,ITC,Aashirvaad Atta,31,4114.135553939741,862.076596681971,276.1111111111111,36.0,38.0,35.0,35.0,6.0,2,31.0,39.25,3,3
2024,4,18,Grocery,ITC,Aashirvaad Atta,6,1223.408584820401,222.95194473595365,281.0,31.0,36.0,38.0,27.75,37.0,2,35.0,35.875,3,3
2024,5,18,Grocery,ITC,Aashirvaad Atta,37,3589.4743745971227,782.0447003769582,269.8,6.0,31.0,36.0,27.5,22.0,2,38.0,33.625,3,3
2024,5,19,Grocery,ITC,Aashirvaad Atta,22,3360.179160852864,656.5636345436108,249.0,37.0,6.0,31.0,24.0,55.0,2,36.0,29.5,3,3
2024,5,20,Grocery,ITC,Aashirvaad Atta,55,7365.963546864226,1449.335513919589,303.52941176470586,22.0,37.0,6.0,30.0,51.0,2,31.0,32.5,3,3
2024,5,21,Grocery,ITC,Aashirvaad Atta,51,7031.757512507057,1578.1587897791594,244.26315789473685,55.0,22.0,37.0,41.25,32.0,2,6.0,34.5,3,3
2024,5,22,Grocery,ITC,Aashirvaad Atta,32,3917.1414978375406,906.9265573098353,288.2,51.0,55.0,22.0,40.0,12.0,2,37.0,33.75,3,3
2024,6,22,Grocery,ITC,Aashirvaad Atta,12,1526.3885805500918,358.610468371348,233.25,32.0,51.0,55.0,37.5,53.0,2,22.0,30.75,3,3
2024,6,23,Grocery,ITC,Aashirvaad Atta,53,6711.235546655964,1228.7734047454874,326.93333333333334,12.0,32.0,51.0,37.0,60.0,2,55.0,33.5,3,3
2024,6,24,Grocery,ITC,Aashirvaad Atta,60,7300.560403714791,1160.2174362498083,270.0,53.0,12.0,32.0,39.25,50.0,2,51.0,40.25,3,3
2024,6,25,Grocery,ITC,Aashirvaad Atta,50,7240.31164002466,1383.6307189126044,219.1764705882353,60.0,53.0,12.0,43.75,39.0,2,32.0,41.875,3,3
2024,6,26,Grocery,ITC,Aashirvaad Atta,39,6145.53259443838,1261.6631223494785,266.5,50.0,60.0,53.0,50.5,58.0,2,12.0,44.0,3,3
2024,7,27,Grocery,ITC,Aashirvaad Atta,58,8466.048563449975,1662.8273560534496,268.1111111111111,39.0,50.0,60.0,51.75,40.0,2,53.0,44.375,3,3
2024,7,28,Grocery,ITC,Aashirvaad Atta,40,5768.522807333071,849.3784066612016,305.6923076923077,58.0,39.0,50.0,46.75,71.0,2,60.0,43.0,3,3
2024,7,29,Grocery,ITC,Aashirvaad Atta,71,9863.04055722595,2056.5277679481032,295.8,40.0,58.0,39.0,52.0,36.0,2,50.0,47.875,3,3
2024,7,30,Grocery,ITC,Aashirvaad Atta,36,5949.977339323185,1083.4770734191986,294.9166666666667,71.0,40.0,58.0,51.25,19.0,2,39.0,50.875,3,3
2024,7,31,Grocery,ITC,Aashirvaad Atta,19,2616.4000308362893,605.1172462140244,198.4,36.0,71.0,40.0,41.5,57.0,2,58.0,46.625,3,3
2024,8,31,Grocery,ITC,Aashirvaad Atta,57,7410.314933415595,1290.809734450318,168.8235294117647,19.0,36.0,71.0,45.75,55.0,2,40.0,46.25,3,3
2024,8,32,Grocery,ITC,Aashirvaad Atta,55,7675.846938970343,1510.1100885089024,294.55555555555554,57.0,19.0,36.0,41.75,51.0,2,71.0,46.875,3,3
2024,8,33,Grocery,ITC,Aashirvaad Atta,51,7630.8459346214095,1561.4257314201038,244.88888888888889,55.0,57.0,19.0,45.5,55.0,2,36.0,48.375,3,3
2024,8,34,Grocery,ITC,Aashirvaad Atta,55,8111.08292344843,1773.6832341186218,257.44444444444446,51.0,55.0,57.0,54.5,42.0,2,19.0,48.0,3,3
2024,8,35,Grocery,ITC,Aashirvaad Atta,42,4902.852128746465,1173.3440016331845,287.6875,55.0,51.0,55.0,50.75,15.0,2,57.0,48.25,3,3
2024,9,35,Grocery,ITC,Aashirvaad Atta,15,1518.3628223371998,346.6999859446101,251.0,42.0,55.0,51.0,40.75,30.0,2,55.0,41.25,3,3
2024,9,36,Grocery,ITC,Aashirvaad Atta,30,3574.167015911357,699.740385995357,235.0909090909091,15.0,42.0,55.0,35.5,33.0,2,51.0,40.5,3,3
2024,9,37,Grocery,ITC,Aashirvaad Atta,33,3732.85856107096,556.8648797767712,273.1,30.0,15.0,42.0,30.0,44.0,2,55.0,42.25,3,3
2024,9,38,Grocery,ITC,Aashirvaad Atta,44,4516.41851903543,936.5209629940816,264.1875,33.0,30.0,15.0,30.5,31.0,2,42.0,40.625,3,3
2024,9,39,Grocery,ITC,Aashirvaad Atta,31,3915.9510390907585,871.5686467252666,281.4166666666667,44.0,33.0,30.0,34.5,34.0,2,15.0,37.625,3,3
2024,10,40,Grocery,ITC,Aashirvaad Atta,34,5827.3563970863215,1146.3988710159656,287.2,31.0,44.0,33.0,35.5,36.0,2,30.0,35.5,3,3
2024,10,41,Grocery,ITC,Aashirvaad Atta,36,5072.158762724886,1068.1438681599866,302.1,34.0,31.0,44.0,36.25,40.0,2,33.0,33.125,3,3
2024,10,42,Grocery,ITC,Aashirvaad Atta,40,4734.0524619927255,999.8475652708837,232.0,36.0,34.0,31.0,35.25,41.0,2,44.0,32.875,3,3
2024,10,43,Grocery,ITC,Aashirvaad Atta,41,5622.25437523561,1041.008685246832,301.14285714285717,40.0,36.0,34.0,37.75,44.0,2,31.0,36.125,3,3
2024,10,44,Grocery,ITC,Aashirvaad Atta,44,5575.556115684444,1168.0355005441845,342.53846153846155,41.0,40.0,36.0,40.25,18.0,2,34.0,37.875,3,3
2024,11,44,Grocery,ITC,Aashirvaad Atta,18,3243.5709814999846,819.5793122735017,308.8333333333333,44.0,41.0,40.0,35.75,41.0,2,36.0,36.0,3,3
2024,11,45,Grocery,ITC,Aashirvaad Atta,41,3885.019178043175,856.207337548639,256.85714285714283,18.0,44.0,41.0,36.0,50.0,2,40.0,35.625,3,3
2024,11,46,Grocery,ITC,Aashirvaad Atta,50,8560.323082181601,1700.4625635391199,263.625,41.0,18.0,44.0,38.25,50.0,2,41.0,38.0,3,3
2024,11,47,Grocery,ITC,Aashirvaad Atta,50,7417.529345619219,1537.011332879672,239.73333333333332,50.0,41.0,18.0,39.75,38.0,2,44.0,40.0,3,3
2024,11,48,Grocery,ITC,Aashirvaad Atta,38,4404.3653164194175,874.1957193493157,232.72727272727272,50.0,50.0,41.0,44.75,10.0,2,18.0,40.25,3,3
2024,12,48,Grocery,ITC,Aashirvaad Atta,10,1155.569516660142,215.6166247813748,215.75,38.0,50.0,50.0,37.0,63.0,2,41.0,36.5,3,3
2024,12,49,Grocery,ITC,Aashirvaad Atta,63,8337.708241414539,1472.3122582142455,296.9375,10.0,38.0,50.0,40.25,58.0,2,50.0,39.25,3,3
2024,12,50,Grocery,ITC,Aashirvaad Atta,58,8003.948582946803,1944.8200274498258,269.8333333333333,63.0,10.0,38.0,42.25,46.0,2,50.0,41.0,3,3
2024,12,51,Grocery,ITC,Aashirvaad Atta,46,5929.951149583497,1373.1017895610169,241.8125,58.0,63.0,10.0,44.25,62.0,2,38.0,44.5,3,3
2024,2,9,Dairy,Amul,Amul Butter,8,1171.0776976062457,160.38100903744225,243.66666666666666,16.0,26.0,27.0,19.25,12.0,3,10.0,17.875,1,0
2024,3,9,Dairy,Amul,Amul Butter,12,1853.2707503364131,350.0815562717827,278.0,8.0,16.0,26.0,15.5,37.0,3,27.0,15.875,1,0
2024,3,10,Dairy,Amul,Amul Butter,37,4294.245612719691,616.6755552236893,237.16666666666666,12.0,8.0,16.0,18.25,44.0,3,26.0,18.0,1,0
2024,3,11,Dairy,Amul,Amul Butter,44,6286.056311298216,1434.0542078108233,272.25,37.0,12.0,8.0,25.25,26.0,3,16.0,22.5,1,0
2024,3,12,Dairy,Amul,Amul Butter,26,3436.7181440333784,762.582573068704,316.75,44.0,37.0,12.0,29.75,10.0,3,8.0,24.5,1,0
2024,3,13,Dairy,Amul,Amul Butter,10,1515.209156027306,347.3945890046828,266.4,26.0,44.0,37.0,29.25,10.0,3,12.0,22.375,1,0
2024,4,14,Dairy,Amul,Amul Butter,10,604.7096913874541,152.28669250996,240.0,10.0,26.0,44.0,22.5,19.0,3,37.0,20.375,1,0
2024,4,15,Dairy,Amul,Amul Butter,19,2266.3963189884516,443.04192078276577,344.2857142857143,10.0,10.0,26.0,16.25,18.0,3,44.0,20.75,1,0
2024,4,16,Dairy,Amul,Amul Butter,18,2543.5205962218306,496.33756225314255,213.83333333333334,19.0,10.0,10.0,14.25,7.0,3,26.0,22.0,1,0
