Year,Week,Category,Brand,Product_Name,Weekly_Units_Sold,Weekly_Revenue,Weekly_Margin,Average_Stock,Month,Lag_1,Lag_2,Lag_3,Lag_4,Rolling_4_Week_Avg,Rolling_8_Week_Avg,Target
2024,44,Snacks,Britannia,50-50 Biscuit,41,5255.6544805894755,1114.9661227405056,272.72727272727275,10,33.0,42.0,27.0,26.0,35.75,33.625,25.0
2024,45,Snacks,Britannia,50-50 Biscuit,25,4333.413199494236,881.1556311840698,263.3333333333333,11,41.0,33.0,42.0,27.0,35.25,33.25,17.0
2024,46,Snacks,Britannia,50-50 Biscuit,17,1702.6960158579755,298.88441393832335,307.8333333333333,11,25.0,41.0,33.0,42.0,29.0,31.375,45.0
2024,47,Snacks,Britannia,50-50 Biscuit,45,6019.146833655646,1160.0433215896478,256.2142857142857,11,17.0,25.0,41.0,33.0,32.0,32.0,29.0
2024,48,Snacks,Britannia,50-50 Biscuit,29,3871.8826109964007,727.8446488506709,205.45454545454547,11,45.0,17.0,25.0,41.0,29.0,32.375,28.0
2024,49,Snacks,Britannia,50-50 Biscuit,28,3836.957981810182,865.1278408794672,265.42857142857144,12,29.0,45.0,17.0,25.0,29.75,32.5,11.0
2024,50,Snacks,Britannia,50-50 Biscuit,11,845.4397892240898,172.40029263402783,282.75,12,28.0,29.0,45.0,17.0,28.25,28.625,26.0
2024,51,Snacks,Britannia,50-50 Biscuit,26,3442.798571497593,808.4264398614648,267.5,12,11.0,28.0,29.0,45.0,23.5,27.75,27.0
2024,8,Beverages,PepsiCo,7UP Bottle,29,3773.4075577580884,648.4641276865116,331.5,2,45.0,34.0,32.0,21.0,35.0,29.25,32.0
2024,9,Beverages,PepsiCo,7UP Bottle,32,3668.98264168849,799.2563487584979,281.5,2,29.0,45.0,34.0,32.0,35.0,30.125,41.0
2024,10,Beverages,PepsiCo,7UP Bottle,41,5550.791676396224,890.9759982909055,250.66666666666666,3,32.0,29.0,45.0,34.0,36.75,30.625,19.0
2024,11,Beverages,PepsiCo,7UP Bottle,19,2622.356680494897,513.2920337772998,181.625,3,41.0,32.0,29.0,45.0,30.25,31.625,34.0
2024,12,Beverages,PepsiCo,7UP Bottle,34,4211.870426394906,936.6416065016107,318.2,3,19.0,41.0,32.0,29.0,31.5,33.25,47.0
2024,13,Beverages,PepsiCo,7UP Bottle,47,4999.519005203414,1015.1712520741705,246.84615384615384,3,34.0,19.0,41.0,32.0,35.25,35.125,34.0
2024,14,Beverages,PepsiCo,7UP Bottle,34,5584.78053763213,1326.3774759249234,340.1818181818182,4,47.0,34.0,19.0,41.0,33.5,35.125,34.0
2024,15,Beverages,PepsiCo,7UP Bottle,34,4528.74893468792,840.0818283553118,223.0,4,34.0,47.0,34.0,19.0,37.25,33.75,35.0
2024,16,Beverages,PepsiCo,7UP Bottle,35,4756.4392325753115,1051.9484301319585,290.0,4,34.0,34.0,47.0,34.0,37.5,34.5,52.0
2024,17,Beverages,PepsiCo,7UP Bottle,52,6738.143324906873,1510.845576725721,266.5882352941176,4,35.0,34.0,34.0,47.0,38.75,37.0,43.0
2024,18,Beverages,PepsiCo,7UP Bottle,43,5480.611916218766,1393.6342988058348,324.84615384615387,5,52.0,35.0,34.0,34.0,41.0,37.25,37.0
2024,19,Beverages,PepsiCo,7UP Bottle,37,6212.1119130115785,1259.3107542717503,269.7692307692308,5,43.0,52.0,35.0,34.0,41.75,39.5,29.0
2024,20,Beverages,PepsiCo,7UP Bottle,29,4455.983272618237,1043.4774981288924,250.22222222222223,5,37.0,43.0,52.0,35.0,40.25,38.875,18.0
2024,21,Beverages,PepsiCo,7UP Bottle,18,1531.7636834667533,264.5978252420884,292.7142857142857,5,29.0,37.0,43.0,52.0,31.75,35.25,24.0
2024,22,Beverages,PepsiCo,7UP Bottle,24,2305.4784491121086,431.0477949211702,272.1111111111111,6,18.0,29.0,37.0,43.0,27.0,34.0,24.0
2024,23,Beverages,PepsiCo,7UP Bottle,24,2553.4364925500345,545.4074340709275,266.125,6,24.0,18.0,29.0,37.0,23.75,32.75,17.0
2024,24,Beverages,PepsiCo,7UP Bottle,17,1534.2854048496833,283.14944824573536,287.375,6,24.0,24.0,18.0,29.0,20.75,30.5,32.0
2024,25,Beverages,PepsiCo,7UP Bottle,32,4121.931680220425,823.6805334013619,309.1111111111111,6,17.0,24.0,24.0,18.0,24.25,28.0,37.0
2024,26,Beverages,PepsiCo,7UP Bottle,37,5161.613518371596,1232.8983683794233,264.25,6,32.0,17.0,24.0,24.0,27.5,27.25,21.0
2024,27,Beverages,PepsiCo,7UP Bottle,21,3123.1006874322375,677.1352014422425,411.0,7,37.0,32.0,17.0,24.0,26.75,25.25,21.0
2024,28,Beverages,PepsiCo,7UP Bottle,21,4191.568442852842,961.7722335345754,287.85714285714283,7,21.0,37.0,32.0,17.0,27.75,24.25,36.0
2024,29,Beverages,PepsiCo,7UP Bottle,36,4837.635106934047,1000.0761310066637,269.46153846153845,7,21.0,21.0,37.0,32.0,28.75,26.5,14.0
2024,30,Beverages,PepsiCo,7UP Bottle,14,1827.2557580838484,414.09932922447706,337.1666666666667,7,36.0,21.0,21.0,37.0,23.0,25.25,23.0
2024,31,Beverages,PepsiCo,7UP Bottle,23,3502.808864333957,704.2282553767042,268.0,8,14.0,36.0,21.0,21.0,23.5,25.125,31.0
2024,32,Beverages,PepsiCo,7UP Bottle,31,4649.935863693467,926.5018217899806,291.2307692307692,8,23.0,14.0,36.0,21.0,26.0,26.875,31.0
2024,33,Beverages,PepsiCo,7UP Bottle,31,3710.243976984166,575.5224722513598,235.8181818181818,8,31.0,23.0,14.0,36.0,24.75,26.75,27.0
2024,34,Beverages,PepsiCo,7UP Bottle,27,3339.458990263149,700.9711701148277,299.54545454545456,8,31.0,31.0,23.0,14.0,28.0,25.5,33.0
2024,35,Beverages,PepsiCo,7UP Bottle,33,4181.815153722012,823.165222201134,321.375,8,27.0,31.0,31.0,23.0,30.5,27.0,24.0
2024,36,Beverages,PepsiCo,7UP Bottle,24,3262.0986414665495,544.6049151955785,271.2,9,33.0,27.0,31.0,31.0,28.75,27.375,28.0
2024,37,Beverages,PepsiCo,7UP Bottle,28,2966.691524771295,598.9534929484848,206.0,9,24.0,33.0,27.0,31.0,28.0,26.375,29.0
2024,38,Beverages,PepsiCo,7UP Bottle,29,3257.9054485934976,638.9019364860641,251.66666666666666,9,28.0,24.0,33.0,27.0,28.5,28.25,39.0
2024,39,Beverages,PepsiCo,7UP Bottle,39,4466.197320015513,848.7586988129382,308.2,9,29.0,28.0,24.0,33.0,30.0,30.25,34.0
2024,40,Beverages,PepsiCo,7UP Bottle,34,3977.285951528319,745.3551964774072,228.07692307692307,10,39.0,29.0,28.0,24.0,32.5,30.625,31.0
2024,41,Beverages,PepsiCo,7UP Bottle,31,4133.346093558068,773.892677065027,246.0,10,34.0,39.0,29.0,28.0,33.25,30.625,42.0
2024,42,Beverages,PepsiCo,7UP Bottle,42,6398.624871323963,1209.9236777256035,302.53333333333336,10,31.0,34.0,39.0,29.0,36.5,32.5,40.0
2024,43,Beverages,PepsiCo,7UP Bottle,40,4419.502306760832,829.1447596517595,307.0833333333333,10,42.0,31.0,34.0,39.0,36.75,33.375,32.0
2024,44,Beverages,PepsiCo,7UP Bottle,32,3988.9528337846596,984.0413930890654,240.75,10,40.0,42.0,31.0,34.0,36.25,34.375,22.0
2024,45,Beverages,PepsiCo,7UP Bottle,22,1856.7835038611465,400.0609733219762,275.6666666666667,11,32.0,40.0,42.0,31.0,34.0,33.625,27.0
2024,46,Beverages,PepsiCo,7UP Bottle,27,3302.9707403019047,646.6158333230233,303.5833333333333,11,22.0,32.0,40.0,42.0,30.25,33.375,24.0
2024,47,Beverages,PepsiCo,7UP Bottle,24,3724.8339611242895,785.3942838709538,309.9,11,27.0,22.0,32.0,40.0,26.25,31.5,31.0
2024,48,Beverages,PepsiCo,7UP Bottle,31,3497.9358184085327,718.0565158004101,348.9230769230769,11,24.0,27.0,22.0,32.0,26.0,31.125,59.0
2024,49,Beverages,PepsiCo,7UP Bottle,59,7421.30563165944,1320.395119753043,284.3333333333333,12,31.0,24.0,27.0,22.0,35.25,34.625,26.0
2024,50,Beverages,PepsiCo,7UP Bottle,26,1911.8971253504603,363.11688937172283,277.9,12,59.0,31.0,24.0,27.0,35.0,32.625,33.0
2024,51,Beverages,PepsiCo,7UP Bottle,33,4649.062320531652,1082.077349394787,310.45454545454544,12,26.0,59.0,31.0,24.0,37.25,31.75,34.0
2024,8,Dairy,Amul,Amul Butter,17,1939.0573306831682,439.7394782930739,293.7142857142857,2,35.0,22.0,21.0,21.0,23.75,24.625,22.0
2024,9,Dairy,Amul,Amul Butter,22,3276.3036063071777,649.7034079636223,287.375,3,17.0,35.0,22.0,21.0,24.0,22.375,38.0
2024,10,Dairy,Amul,Amul Butter,38,6019.139704730985,1213.2619253236255,340.3,3,22.0,17.0,35.0,22.0,28.0,23.875,22.0
2024,11,Dairy,Amul,Amul Butter,22,2515.919800860243,516.8698210232624,340.5,3,38.0,22.0,17.0,35.0,24.75,24.75,24.0
2024,12,Dairy,Amul,Amul Butter,24,3040.1400853633027,464.0915223308209,317.14285714285717,3,22.0,38.0,22.0,17.0,26.5,25.125,10.0
2024,13,Dairy,Amul,Amul Butter,10,594.95751548308,150.62681623626773,301.0,3,24.0,22.0,38.0,22.0,23.5,23.75,27.0
2024,14,Dairy,Amul,Amul Butter,27,3536.076505942339,739.1581765224242,246.5,4,10.0,24.0,22.0,38.0,20.75,24.375,27.0
2024,15,Dairy,Amul,Amul Butter,27,3461.609733668768,749.5605537808649,343.7142857142857,4,27.0,10.0,24.0,22.0,22.0,23.375,23.0
2024,16,Dairy,Amul,Amul Butter,23,3278.339069044633,614.7616932655787,273.375,4,27.0,27.0,10.0,24.0,21.75,24.125,10.0
2024,17,Dairy,Amul,Amul Butter,10,1590.5122499466408,363.5704739445664,232.5,4,23.0,27.0,27.0,10.0,21.75,22.625,23.0
2024,18,Dairy,Amul,Amul Butter,23,2208.926913123413,401.17752964084406,307.0,5,10.0,23.0,27.0,27.0,20.75,20.75,31.0
2024,19,Dairy,Amul,Amul Butter,31,3297.5162338148743,669.9904442315917,356.44444444444446,5,23.0,10.0,23.0,27.0,21.75,21.875,27.0
2024,20,Dairy,Amul,Amul Butter,27,4250.816138426493,833.7293790156017,338.125,5,31.0,23.0,10.0,23.0,22.75,22.25,1.0
2024,21,Dairy,Amul,Amul Butter,1,136.0441188137425,28.55817239817108,468.0,5,27.0,31.0,23.0,10.0,20.5,21.125,26.0
2024,22,Dairy,Amul,Amul Butter,26,1923.9455759684388,449.0198780544061,283.25,5,1.0,27.0,31.0,23.0,21.25,21.0,13.0
2024,23,Dairy,Amul,Amul Butter,13,2267.9225723225936,381.1155323948051,274.1666666666667,6,26.0,1.0,27.0,31.0,16.75,19.25,16.0
2024,24,Dairy,Amul,Amul Butter,16,1737.3699371423695,289.75369079039933,227.33333333333334,6,13.0,26.0,1.0,27.0,14.0,18.375,17.0
2024,25,Dairy,Amul,Amul Butter,17,1844.658591677538,290.94866505615994,226.16666666666666,6,16.0,13.0,26.0,1.0,18.0,19.25,13.0
2024,26,Dairy,Amul,Amul Butter,13,1283.9624674702695,250.4330695293687,219.2,6,17.0,16.0,13.0,26.0,14.75,18.0,32.0
2024,27,Dairy,Amul,Amul Butter,32,4149.606777217246,791.6796932844095,302.72727272727275,7,13.0,17.0,16.0,13.0,19.5,18.125,30.0
2024,28,Dairy,Amul,Amul Butter,30,4621.879590843111,1068.88486829878,258.875,7,32.0,13.0,17.0,16.0,23.0,18.5,21.0
2024,29,Dairy,Amul,Amul Butter,21,2409.0880226207587,337.8703868153113,289.1666666666667,7,30.0,32.0,13.0,17.0,24.0,21.0,17.0
2024,30,Dairy,Amul,Amul Butter,17,2305.7296146143376,526.591935585578,242.2,7,21.0,30.0,32.0,13.0,25.0,19.875,7.0
2024,31,Dairy,Amul,Amul Butter,7,927.9721661617756,213.8343220603239,355.3333333333333,8,17.0,21.0,30.0,32.0,18.75,19.125,29.0
2024,32,Dairy,Amul,Amul Butter,29,4548.478932338566,875.2823150153234,234.66666666666666,8,7.0,17.0,21.0,30.0,18.5,20.75,31.0
2024,33,Dairy,Amul,Amul Butter,31,4556.13660031912,1056.4031166843165,215.25,8,29.0,7.0,17.0,21.0,21.0,22.5,31.0
2024,34,Dairy,Amul,Amul Butter,31,5069.077179101409,1103.9212556645743,292.8181818181818,8,31.0,29.0,7.0,17.0,24.5,24.75,20.0
2024,35,Dairy,Amul,Amul Butter,20,2697.195046530163,671.2405024575337,243.6,8,31.0,31.0,29.0,7.0,27.75,23.25,22.0
2024,36,Dairy,Amul,Amul Butter,22,2627.4769253206405,761.1182237843135,322.5,9,20.0,31.0,31.0,29.0,26.0,22.25,15.0
2024,37,Dairy,Amul,Amul Butter,15,998.7589808176032,222.13535176094481,149.33333333333334,9,22.0,20.0,31.0,31.0,22.0,21.5,18.0
2024,38,Dairy,Amul,Amul Butter,18,3265.1445076145974,703.7713517775551,331.6,9,15.0,22.0,20.0,31.0,18.75,21.625,26.0
2024,39,Dairy,Amul,Amul Butter,26,2751.568546749765,553.4261285123698,297.375,9,18.0,15.0,22.0,20.0,20.25,24.0,26.0
2024,40,Dairy,Amul,Amul Butter,26,2810.941581737048,477.0029238358816,194.75,10,26.0,18.0,15.0,22.0,21.25,23.625,16.0
2024,41,Dairy,Amul,Amul Butter,16,3685.103177848316,774.6544468818187,300.0,10,26.0,26.0,18.0,15.0,21.5,21.75,20.0
2024,42,Dairy,Amul,Amul Butter,20,2762.9605789062216,598.8165487587889,203.5,10,16.0,26.0,26.0,18.0,22.0,20.375,29.0
2024,43,Dairy,Amul,Amul Butter,29,3916.8319912540146,579.2634133251872,263.4,10,20.0,16.0,26.0,26.0,22.75,21.5,31.0
2024,44,Dairy,Amul,Amul Butter,31,4719.849616152494,952.837860042019,331.3333333333333,10,29.0,20.0,16.0,26.0,24.0,22.625,26.0
2024,45,Dairy,Amul,Amul Butter,26,3016.0508695760223,572.0947649100016,323.5,11,31.0,29.0,20.0,16.0,26.5,24.0,18.0
2024,46,Dairy,Amul,Amul Butter,18,2036.8738419129018,401.08634834082886,280.42857142857144,11,26.0,31.0,29.0,20.0,26.0,24.0,7.0
2024,47,Dairy,Amul,Amul Butter,7,682.4108875881224,125.3488431864867,364.6,11,18.0,26.0,31.0,29.0,20.5,21.625,25.0
2024,48,Dairy,Amul,Amul Butter,25,4169.216874745718,765.7937529591928,299.7,12,7.0,18.0,26.0,31.0,19.0,21.5,28.0
2024,49,Dairy,Amul,Amul Butter,28,3019.6211907310967,457.7837591752661,315.22222222222223,12,25.0,7.0,18.0,26.0,19.5,23.0,27.0
2024,50,Dairy,Amul,Amul Butter,27,3068.1717615484895,420.0666831476723,338.5,12,28.0,25.0,7.0,18.0,21.75,23.875,12.0
2024,51,Dairy,Amul,Amul Butter,12,1700.3046040745496,358.16542127383207,162.0,12,27.0,28.0,25.0,7.0,23.0,21.75,20.0
2024,8,Dairy,Amul,Amul Cheese,28,3033.394757530817,753.6961070899494,232.14285714285714,2,15.0,24.0,13.0,26.0,20.0,21.875,17.0
2024,9,Dairy,Amul,Amul Cheese,17,1945.4500606069018,459.173054340941,343.2857142857143,3,28.0,15.0,24.0,13.0,21.0,20.625,35.0
2024,10,Dairy,Amul,Amul Cheese,35,4694.642893360924,771.8845760578946,245.41666666666666,3,17.0,28.0,15.0,24.0,23.75,22.625,38.0
2024,11,Dairy,Amul,Amul Cheese,38,5554.01069995051,1240.0887232778146,238.1818181818182,3,35.0,17.0,28.0,15.0,29.5,24.5,31.0
2024,12,Dairy,Amul,Amul Cheese,31,2856.7384891953093,649.5495843889609,326.8333333333333,3,38.0,35.0,17.0,28.0,30.25,25.125,22.0
2024,13,Dairy,Amul,Amul Cheese,22,3308.848777282784,786.7763057346007,347.44444444444446,3,31.0,38.0,35.0,17.0,31.5,26.25,23.0
2024,14,Dairy,Amul,Amul Cheese,23,3351.1315582408174,564.2857319432139,312.7142857142857,4,22.0,31.0,38.0,35.0,28.5,26.125,14.0
2024,15,Dairy,Amul,Amul Cheese,14,1756.2263541749371,291.9563988891679,401.0,4,23.0,22.0,31.0,38.0,22.5,26.0,26.0
2024,16,Dairy,Amul,Amul Cheese,26,3346.593568458829,760.7694340093614,309.6666666666667,4,14.0,23.0,22.0,31.0,21.25,25.75,28.0
2024,17,Dairy,Amul,Amul Cheese,28,3920.5317213042767,811.6663493365653,305.6,4,26.0,14.0,23.0,22.0,22.75,27.125,25.0
2024,18,Dairy,Amul,Amul Cheese,25,2388.4796631191157,384.11988655635025,226.22222222222223,5,28.0,26.0,14.0,23.0,23.25,25.875,15.0
2024,19,Dairy,Amul,Amul Cheese,15,1927.2826517548813,413.22481946760024,319.6666666666667,5,25.0,28.0,26.0,14.0,23.5,23.0,13.0
2024,20,Dairy,Amul,Amul Cheese,13,1957.333616774006,387.06960591291846,182.75,5,15.0,25.0,28.0,26.0,20.25,20.75,33.0
2024,21,Dairy,Amul,Amul Cheese,33,4336.758259473371,925.0790643514646,270.1,5,13.0,15.0,25.0,28.0,21.5,22.125,23.0
2024,22,Dairy,Amul,Amul Cheese,23,2694.058462050448,632.8431136695209,309.57142857142856,6,33.0,13.0,15.0,25.0,21.0,22.125,21.0
2024,23,Dairy,Amul,Amul Cheese,21,2378.977494706359,580.9849101181776,333.625,6,23.0,33.0,13.0,15.0,22.5,23.0,22.0
2024,24,Dairy,Amul,Amul Cheese,22,3890.838832968096,858.3518347858444,232.4,6,21.0,23.0,33.0,13.0,24.75,22.5,20.0
2024,25,Dairy,Amul,Amul Cheese,20,2049.8754538673575,528.6961172846436,234.57142857142858,6,22.0,21.0,23.0,33.0,21.5,21.5,15.0
2024,26,Dairy,Amul,Amul Cheese,15,836.876233485164,179.0061488010372,191.4,6,20.0,22.0,21.0,23.0,19.5,20.25,15.0
2024,27,Dairy,Amul,Amul Cheese,15,1936.5671066336376,296.35495674986186,247.0,7,15.0,20.0,22.0,21.0,18.0,20.25,22.0
2024,28,Dairy,Amul,Amul Cheese,22,2699.1929152602947,438.53072270718906,198.0,7,15.0,15.0,20.0,22.0,18.0,21.375,22.0
2024,29,Dairy,Amul,Amul Cheese,22,3401.561679929795,472.65251567307564,240.0,7,22.0,15.0,15.0,20.0,18.5,20.0,16.0
2024,30,Dairy,Amul,Amul Cheese,16,2563.8147392722663,338.5314261201065,306.75,7,22.0,22.0,15.0,15.0,18.75,19.125,24.0
2024,31,Dairy,Amul,Amul Cheese,24,3121.834032917445,803.79242878053,321.14285714285717,8,16.0,22.0,22.0,15.0,21.0,19.5,11.0
2024,32,Dairy,Amul,Amul Cheese,11,1331.1184665502453,116.8166331205975,338.75,8,24.0,16.0,22.0,22.0,18.25,18.125,28.0
2024,33,Dairy,Amul,Amul Cheese,28,2849.347812791436,573.5016541851551,234.22222222222223,8,11.0,24.0,16.0,22.0,19.75,19.125,18.0
2024,34,Dairy,Amul,Amul Cheese,18,3221.0387258181167,565.9500518342068,287.4,8,28.0,11.0,24.0,16.0,20.25,19.5,12.0
2024,35,Dairy,Amul,Amul Cheese,12,2339.9671271368406,565.0261808574666,218.0,8,18.0,28.0,11.0,24.0,17.25,19.125,24.0
2024,36,Dairy,Amul,Amul Cheese,24,3472.293593926749,791.2837830306579,264.1111111111111,9,12.0,18.0,28.0,11.0,20.5,19.375,23.0
2024,37,Dairy,Amul,Amul Cheese,23,3027.515519502677,477.0757832182545,268.7142857142857,9,24.0,12.0,18.0,28.0,19.25,19.5,18.0
2024,38,Dairy,Amul,Amul Cheese,18,2298.3703716268687,298.55310231458566,217.6,9,23.0,24.0,12.0,18.0,19.25,19.75,31.0
2024,39,Dairy,Amul,Amul Cheese,31,4644.705078141671,1156.53791115176,338.1111111111111,9,18.0,23.0,24.0,12.0,24.0,20.625,25.0
2024,40,Dairy,Amul,Amul Cheese,25,3020.4592222625643,559.718086693901,217.66666666666666,10,31.0,18.0,23.0,24.0,24.25,22.375,9.0
2024,41,Dairy,Amul,Amul Cheese,9,1039.6485848120833,184.94993920516583,264.1666666666667,10,25.0,31.0,18.0,23.0,20.75,20.0,35.0
2024,42,Dairy,Amul,Amul Cheese,35,2858.885411494488,608.7739778569602,199.5,10,9.0,25.0,31.0,18.0,25.0,22.125,15.0
2024,43,Dairy,Amul,Amul Cheese,15,1892.8159778703498,304.1143834049682,209.5,10,35.0,9.0,25.0,31.0,21.0,22.5,17.0
2024,44,Dairy,Amul,Amul Cheese,17,2547.9540763362747,597.2626253135064,382.8,10,15.0,35.0,9.0,25.0,19.0,21.625,40.0
2024,45,Dairy,Amul,Amul Cheese,40,4389.620522473512,713.2515770105796,337.7692307692308,11,17.0,15.0,35.0,9.0,26.75,23.75,27.0
2024,46,Dairy,Amul,Amul Cheese,27,3257.9274517118556,516.9483152123032,280.6363636363636,11,40.0,17.0,15.0,35.0,24.75,24.875,25.0
2024,47,Dairy,Amul,Amul Cheese,25,2714.4349263567115,495.1527941586028,317.375,11,27.0,40.0,17.0,15.0,27.25,24.125,27.0
2024,48,Dairy,Amul,Amul Cheese,27,3871.007773794411,787.1483680269512,258.1,11,25.0,27.0,40.0,17.0,29.75,24.375,17.0
2024,49,Dairy,Amul,Amul Cheese,17,1791.50279572121,455.7165750547508,305.6,12,27.0,25.0,27.0,40.0,24.0,25.375,22.0
2024,50,Dairy,Amul,Amul Cheese,22,2398.8689321236784,469.7481297987556,264.7142857142857,12,17.0,27.0,25.0,27.0,22.75,23.75,28.0
2024,51,Dairy,Amul,Amul Cheese,28,2714.0545175886336,443.345688604093,277.25,12,22.0,17.0,27.0,25.0,23.5,25.375,28.0
2024,8,Dairy,Amul,Amul Curd,17,2230.401725977693,348.0816194860555,335.25,2,21.0,20.0,7.0,15.0,16.25,14.25,22.0
