Year,Week,Category,Weekly_Units_Sold,Weekly_Revenue,Weekly_Margin,Lag_1,Lag_2,Lag_3,Rolling_4_Week_Avg,Target,Category_Encoded
2024,24,Beverages,189,24002.94977765083,4802.877606749553,270.0,290.0,259.0,252.0,242.0,0
2024,25,Beverages,242,28455.55860324419,4997.761760170551,189.0,270.0,290.0,247.75,221.0,0
2024,26,Beverages,221,29654.43373721828,5725.701372828845,242.0,189.0,270.0,230.5,280.0,0
2024,27,Beverages,280,36331.68621990646,7771.309132305632,221.0,242.0,189.0,233.0,248.0,0
2024,28,Beverages,248,36759.27338520113,7617.355097621154,280.0,221.0,242.0,247.75,311.0,0
2024,29,Beverages,311,42160.148030755285,8848.683872358528,248.0,280.0,221.0,265.0,248.0,0
2024,30,Beverages,248,31337.639456252866,7244.7961562803175,311.0,248.0,280.0,271.75,250.0,0
2024,31,Beverages,250,30580.2161917266,5565.333848260223,248.0,311.0,248.0,264.25,287.0,0
2024,32,Beverages,287,35475.68540491129,6770.336445747783,250.0,248.0,311.0,274.0,260.0,0
2024,33,Beverages,260,35610.43010348935,7099.9655594366195,287.0,250.0,248.0,261.25,270.0,0
2024,34,Beverages,270,37794.723232675526,8392.863476069304,260.0,287.0,250.0,266.75,327.0,0
2024,35,Beverages,327,43776.789072839674,9001.328741385869,270.0,260.0,287.0,286.0,252.0,0
2024,36,Beverages,252,33757.24635335938,6404.793697920906,327.0,270.0,260.0,277.25,249.0,0
2024,37,Beverages,249,31660.731607038324,6152.636563971987,252.0,327.0,270.0,274.5,266.0,0
2024,38,Beverages,266,35159.690040708105,6526.043422448624,249.0,252.0,327.0,273.5,272.0,0
2024,39,Beverages,272,29172.08321033187,5859.8644529384355,266.0,249.0,252.0,259.75,330.0,0
2024,40,Beverages,330,43691.59442510896,8836.674726721789,272.0,266.0,249.0,279.25,288.0,0
2024,41,Beverages,288,38266.66347054791,7798.17598108784,330.0,272.0,266.0,289.0,297.0,0
2024,42,Beverages,297,44127.852987745675,8523.629752348568,288.0,330.0,272.0,296.75,338.0,0
2024,43,Beverages,338,41885.168678456,8405.679263578038,297.0,288.0,330.0,313.25,319.0,0
2024,44,Beverages,319,37053.46762665795,7146.837472849972,338.0,297.0,288.0,310.5,212.0,0
2024,45,Beverages,212,27915.336430014882,5693.498223872925,319.0,338.0,297.0,291.5,260.0,0
2024,46,Beverages,260,31827.305580367734,6473.930295636488,212.0,319.0,338.0,282.25,262.0,0
2024,47,Beverages,262,32815.78513028352,6642.959860381498,260.0,212.0,319.0,263.25,290.0,0
2024,48,Beverages,290,36531.573086721735,6965.040536073274,262.0,260.0,212.0,256.0,313.0,0
2024,49,Beverages,313,41094.66089639742,8241.1468687415,290.0,262.0,260.0,281.25,214.0,0
2024,50,Beverages,214,25783.492831995223,5102.819427155562,313.0,290.0,262.0,269.75,302.0,0
2024,51,Beverages,302,39393.05952695665,7987.381073397214,214.0,313.0,290.0,279.75,238.0,0
2024,4,Dairy,157,20815.515471413724,4236.085611047433,161.0,182.0,248.0,187.0,194.0,1
2024,5,Dairy,194,25049.207731365404,5176.4789352387925,157.0,161.0,182.0,173.5,163.0,1
2024,6,Dairy,163,21793.85084059182,4504.856053985472,194.0,157.0,161.0,168.75,159.0,1
2024,7,Dairy,159,22193.28154167432,4808.718911969929,163.0,194.0,157.0,168.25,147.0,1
2024,8,Dairy,147,17886.822728730964,3724.771388969863,159.0,163.0,194.0,165.75,220.0,1
2024,9,Dairy,220,30770.17752640135,6527.442665567172,147.0,159.0,163.0,172.25,206.0,1
2024,10,Dairy,206,28891.184056637845,5422.77570602277,220.0,147.0,159.0,183.0,188.0,1
2024,11,Dairy,188,25291.615576682885,5096.442868806515,206.0,220.0,147.0,190.25,169.0,1
2024,12,Dairy,169,21927.710384044913,4471.7211717270575,188.0,206.0,220.0,195.75,187.0,1
2024,13,Dairy,187,22936.373768697606,4952.249832721252,169.0,188.0,206.0,187.5,215.0,1
2024,14,Dairy,215,27676.36966782134,5236.525178852676,187.0,169.0,188.0,189.75,193.0,1
2024,15,Dairy,193,21499.76090227699,4654.475097407218,215.0,187.0,169.0,191.0,143.0,1
2024,16,Dairy,143,19806.736168764648,3700.8517681014505,193.0,215.0,187.0,184.5,184.0,1
2024,17,Dairy,184,24233.18224051856,4681.564396589293,143.0,193.0,215.0,183.75,184.0,1
2024,18,Dairy,184,21448.283637615084,4378.459958806001,184.0,143.0,193.0,176.0,219.0,1
2024,19,Dairy,219,30924.70425093614,6350.6280981310665,184.0,184.0,143.0,182.5,122.0,1
2024,20,Dairy,122,16747.821291850058,3253.28556938639,219.0,184.0,184.0,177.25,182.0,1
2024,21,Dairy,182,24093.24624786169,4854.367190496205,122.0,219.0,184.0,176.75,182.0,1
2024,22,Dairy,182,22479.633866387263,4345.440260701952,182.0,122.0,219.0,176.25,156.0,1
2024,23,Dairy,156,20635.860551277183,4241.259621681176,182.0,182.0,122.0,160.5,111.0,1
2024,24,Dairy,111,14537.448945103077,2656.530315426932,156.0,182.0,182.0,157.75,177.0,1
2024,25,Dairy,177,19082.23457150519,4035.7552100467274,111.0,156.0,182.0,156.5,142.0,1
2024,26,Dairy,142,15583.832916822925,3206.1015948520007,177.0,111.0,156.0,146.5,157.0,1
2024,27,Dairy,157,21323.494073877606,4287.835739241567,142.0,177.0,111.0,146.75,208.0,1
2024,28,Dairy,208,26871.000718954685,5004.85586885755,157.0,142.0,177.0,171.0,169.0,1
2024,29,Dairy,169,21587.062637265313,4075.392782212733,208.0,157.0,142.0,169.0,138.0,1
2024,30,Dairy,138,18478.414572764355,3788.9416776582034,169.0,208.0,157.0,168.0,163.0,1
2024,31,Dairy,163,21016.415114114137,4358.447759862378,138.0,169.0,208.0,169.5,167.0,1
2024,32,Dairy,167,23684.01817908965,4415.7774906968625,163.0,138.0,169.0,159.25,242.0,1
2024,33,Dairy,242,31953.189979983632,6508.882734425132,167.0,163.0,138.0,177.5,201.0,1
2024,34,Dairy,201,28714.81195824008,5848.076999788461,242.0,167.0,163.0,193.25,142.0,1
2024,35,Dairy,142,19296.28476124495,4049.631369305167,201.0,242.0,167.0,188.0,176.0,1
2024,36,Dairy,176,23648.1016130735,5328.067837788647,142.0,201.0,242.0,190.25,194.0,1
2024,37,Dairy,194,24462.53433892724,4805.709427824562,176.0,142.0,201.0,178.25,200.0,1
2024,38,Dairy,200,29047.64144386094,6087.84394258154,194.0,176.0,142.0,178.0,199.0,1
2024,39,Dairy,199,27026.50336187262,5672.992265759007,200.0,194.0,176.0,192.25,186.0,1
2024,40,Dairy,186,22372.164032491728,4176.014607689951,199.0,200.0,194.0,194.75,171.0,1
2024,41,Dairy,171,24896.340513465766,5133.387426778329,186.0,199.0,200.0,189.0,140.0,1
2024,42,Dairy,140,14931.44209253109,2805.9090767150697,171.0,186.0,199.0,174.0,161.0,1
2024,43,Dairy,161,19202.94630379702,3542.685735131461,140.0,171.0,186.0,164.5,208.0,1
2024,44,Dairy,208,29352.861442995534,5636.447821387935,161.0,140.0,171.0,170.0,238.0,1
2024,45,Dairy,238,29169.879791855055,5401.563001283343,208.0,161.0,140.0,186.75,179.0,1
2024,46,Dairy,179,24858.476288319893,4930.085754748461,238.0,208.0,161.0,196.5,192.0,1
2024,47,Dairy,192,23612.011067714855,4962.484619832844,179.0,238.0,208.0,204.25,168.0,1
2024,48,Dairy,168,24531.76534466434,4874.170852661792,192.0,179.0,238.0,194.25,206.0,1
2024,49,Dairy,206,27390.748543258585,5689.983391712441,168.0,192.0,179.0,186.25,181.0,1
2024,50,Dairy,181,21686.719056481972,4373.242184676508,206.0,168.0,192.0,186.75,165.0,1
2024,51,Dairy,165,21540.830826050616,4162.790958361149,181.0,206.0,168.0,180.0,162.0,1
2024,4,Fruits,61,9259.797171063472,1891.511009029857,52.0,80.0,118.0,77.75,105.0,2
2024,5,Fruits,105,12981.636749080068,2768.596351281435,61.0,52.0,80.0,74.5,125.0,2
2024,6,Fruits,125,16052.204573922016,3692.503831253584,105.0,61.0,52.0,85.75,80.0,2
2024,7,Fruits,80,10184.79449615555,2201.630412701418,125.0,105.0,61.0,92.75,87.0,2
2024,8,Fruits,87,10564.11082037597,1966.7936826452767,80.0,125.0,105.0,99.25,76.0,2
2024,9,Fruits,76,8580.18135969864,1429.9981209333998,87.0,80.0,125.0,92.0,102.0,2
2024,10,Fruits,102,12823.380418656952,2753.1385857519163,76.0,87.0,80.0,86.25,97.0,2
2024,11,Fruits,97,11777.694519778433,2367.647250698638,102.0,76.0,87.0,90.5,111.0,2
2024,12,Fruits,111,14651.614852565908,3105.2033414195803,97.0,102.0,76.0,96.5,92.0,2
2024,13,Fruits,92,10673.23792942653,2050.2926365894587,111.0,97.0,102.0,100.5,107.0,2
2024,14,Fruits,107,14820.933717565109,2975.025804287042,92.0,111.0,97.0,101.75,85.0,2
2024,15,Fruits,85,11730.86780982936,2196.5600803292514,107.0,92.0,111.0,98.75,137.0,2
2024,16,Fruits,137,17657.421180114325,3379.032353786474,85.0,107.0,92.0,105.25,75.0,2
2024,17,Fruits,75,8662.815451837432,1964.5724780808669,137.0,85.0,107.0,101.0,92.0,2
2024,18,Fruits,92,11185.635265456594,2011.9277099460153,75.0,137.0,85.0,97.25,106.0,2
2024,19,Fruits,106,14883.50267144692,3072.963423405682,92.0,75.0,137.0,102.5,74.0,2
2024,20,Fruits,74,9201.020964675034,1849.5114691269869,106.0,92.0,75.0,86.75,88.0,2
2024,21,Fruits,88,11308.004960285482,2328.2270521702258,74.0,106.0,92.0,90.0,81.0,2
2024,22,Fruits,81,10477.672047830438,2015.1365061296854,88.0,74.0,106.0,87.25,108.0,2
2024,23,Fruits,108,13013.9283575353,2700.99886330219,81.0,88.0,74.0,87.75,102.0,2
2024,24,Fruits,102,13945.353055898713,2727.7479275302203,108.0,81.0,88.0,94.75,113.0,2
2024,25,Fruits,113,15303.926934244982,2798.814945402255,102.0,108.0,81.0,101.0,108.0,2
2024,26,Fruits,108,15136.888009135288,3097.9146985628868,113.0,102.0,108.0,107.75,102.0,2
2024,27,Fruits,102,12740.805480008443,2434.518793746282,108.0,113.0,102.0,106.25,115.0,2
2024,28,Fruits,115,13573.255564010806,2385.417365072996,102.0,108.0,113.0,109.5,101.0,2
2024,29,Fruits,101,15705.576817869998,3329.0545204648606,115.0,102.0,108.0,106.5,118.0,2
2024,30,Fruits,118,17861.68432263093,3674.7407255230883,101.0,115.0,102.0,109.0,70.0,2
2024,31,Fruits,70,10109.307909675621,2116.200322421269,118.0,101.0,115.0,101.0,71.0,2
2024,32,Fruits,71,10204.600900975354,2025.347006622168,70.0,118.0,101.0,90.0,59.0,2
2024,33,Fruits,59,7984.085357360632,1599.7432137441103,71.0,70.0,118.0,79.5,98.0,2
2024,34,Fruits,98,12010.388730903105,2494.9346027665233,59.0,71.0,70.0,74.5,76.0,2
2024,35,Fruits,76,10155.847811699688,2233.7777212567375,98.0,59.0,71.0,76.0,113.0,2
2024,36,Fruits,113,11484.959016195498,2623.445098907643,76.0,98.0,59.0,86.5,101.0,2
2024,37,Fruits,101,13668.138481254164,2909.6129026982717,113.0,76.0,98.0,97.0,79.0,2
2024,38,Fruits,79,10110.40075396358,1820.1774320064314,101.0,113.0,76.0,92.25,66.0,2
2024,39,Fruits,66,8507.958458855648,1609.746023168499,79.0,101.0,113.0,89.75,97.0,2
2024,40,Fruits,97,12682.684045239568,2333.1079968501053,66.0,79.0,101.0,85.75,117.0,2
2024,41,Fruits,117,15705.258798246172,3101.806025637691,97.0,66.0,79.0,89.75,97.0,2
2024,42,Fruits,97,12511.195588057664,2281.163421817115,117.0,97.0,66.0,94.25,138.0,2
2024,43,Fruits,138,18888.665144267856,3489.6211215688513,97.0,117.0,97.0,112.25,89.0,2
2024,44,Fruits,89,11429.30324365122,2493.434225770748,138.0,97.0,117.0,110.25,129.0,2
2024,45,Fruits,129,20122.777318563243,4032.2180254146274,89.0,138.0,97.0,113.25,82.0,2
2024,46,Fruits,82,8930.107552464637,2016.7046583032948,129.0,89.0,138.0,109.5,77.0,2
2024,47,Fruits,77,8548.347087816357,1685.4396221192662,82.0,129.0,89.0,94.25,97.0,2
2024,48,Fruits,97,13188.656628186623,2589.7774092195386,77.0,82.0,129.0,96.25,137.0,2
2024,49,Fruits,137,17776.783920865822,3376.5625060378225,97.0,77.0,82.0,98.25,87.0,2
2024,50,Fruits,87,13074.9026906608,2766.0756858046275,137.0,97.0,77.0,99.5,96.0,2
2024,51,Fruits,96,9910.179170058947,1816.5211632934743,87.0,137.0,97.0,104.25,66.0,2
2024,4,Grocery,196,25663.47646838635,4824.949801387096,186.0,185.0,230.0,199.25,215.0,3
2024,5,Grocery,215,28560.713602819298,5432.901548902192,196.0,186.0,185.0,195.5,174.0,3
2024,6,Grocery,174,26732.003994907842,5366.726377996553,215.0,196.0,186.0,192.75,161.0,3
2024,7,Grocery,161,21596.97432443624,4585.1087898582455,174.0,215.0,196.0,186.5,195.0,3
2024,8,Grocery,195,25825.22262509101,5082.575566025347,161.0,174.0,215.0,186.25,207.0,3
2024,9,Grocery,207,29167.599942289904,6001.485330967435,195.0,161.0,174.0,184.25,156.0,3
2024,10,Grocery,156,18061.468413814324,3850.837934348106,207.0,195.0,161.0,179.75,141.0,3
2024,11,Grocery,141,18709.015510585217,4088.8301755332873,156.0,207.0,195.0,174.75,178.0,3
2024,12,Grocery,178,22136.250678059823,4652.260956321162,141.0,156.0,207.0,170.5,176.0,3
2024,13,Grocery,176,21716.71152101758,4216.727878074052,178.0,141.0,156.0,162.75,166.0,3
2024,14,Grocery,166,22350.855270315828,4749.064805614547,176.0,178.0,141.0,165.25,159.0,3
2024,15,Grocery,159,23233.542059452913,5284.162413056431,166.0,176.0,178.0,169.75,187.0,3
2024,16,Grocery,187,24365.239859172463,4932.042660477711,159.0,166.0,176.0,172.0,160.0,3
2024,17,Grocery,160,21135.83454747408,4326.087575970123,187.0,159.0,166.0,168.0,124.0,3
2024,18,Grocery,124,14365.524477800642,2786.8178756509387,160.0,187.0,159.0,157.5,138.0,3
2024,19,Grocery,138,20995.0691357213,4244.429703521745,124.0,160.0,187.0,152.25,195.0,3
2024,20,Grocery,195,28153.855411684006,5260.259730826122,138.0,124.0,160.0,154.25,191.0,3
2024,21,Grocery,191,27105.98068416068,5578.549149457489,195.0,138.0,124.0,162.0,196.0,3
2024,22,Grocery,196,25587.356620772178,5836.983778163089,191.0,195.0,138.0,180.0,186.0,3
2024,23,Grocery,186,25138.009977675054,5077.3648432086,196.0,191.0,195.0,192.0,191.0,3
2024,24,Grocery,191,25293.7407048472,4450.627041520354,186.0,196.0,191.0,191.0,161.0,3
2024,25,Grocery,161,22754.0966550054,4218.500389821621,191.0,186.0,196.0,183.5,157.0,3
2024,26,Grocery,157,21467.24670194687,3941.8740095371236,161.0,191.0,186.0,173.75,214.0,3
2024,27,Grocery,214,27241.53154561716,5026.98871265295,157.0,161.0,191.0,180.75,182.0,3
2024,28,Grocery,182,25044.012090588516,4771.9359646105895,214.0,157.0,161.0,178.5,171.0,3
2024,29,Grocery,171,24574.490262647832,5145.347602066397,182.0,214.0,157.0,181.0,134.0,3
2024,30,Grocery,134,17896.107698736367,3144.4241441176055,171.0,182.0,214.0,175.25,223.0,3
2024,31,Grocery,223,31503.139810300545,6208.085163731966,134.0,171.0,182.0,177.5,226.0,3
2024,32,Grocery,226,30523.53618933655,6146.52317330448,223.0,134.0,171.0,188.5,178.0,3
2024,33,Grocery,178,27970.00918305217,5705.345662636801,226.0,223.0,134.0,190.25,198.0,3
2024,34,Grocery,198,25394.6013269912,4642.815286989519,178.0,226.0,223.0,206.25,209.0,3
2024,35,Grocery,209,26872.534226817974,5497.860153199564,198.0,178.0,226.0,202.75,165.0,3
2024,36,Grocery,165,20984.539479622315,4388.056603632895,209.0,198.0,178.0,187.5,191.0,3
2024,37,Grocery,191,23417.866278874044,4522.940673935053,165.0,209.0,198.0,190.75,181.0,3
2024,38,Grocery,181,22176.911118550266,4602.612860287425,191.0,165.0,209.0,186.5,208.0,3
2024,39,Grocery,208,25328.52285672518,5494.930377437077,181.0,191.0,165.0,186.25,147.0,3
2024,40,Grocery,147,21491.59688148481,4255.154834290004,208.0,181.0,191.0,181.75,151.0,3
2024,41,Grocery,151,20437.977205168874,3922.7699693149643,147.0,208.0,181.0,171.75,190.0,3
2024,42,Grocery,190,22267.56211987048,4174.111579086496,151.0,147.0,208.0,174.0,189.0,3
2024,43,Grocery,189,22992.736052272136,4534.718231503124,190.0,151.0,147.0,169.25,199.0,3
2024,44,Grocery,199,29528.7562169329,6198.566039936019,189.0,190.0,151.0,182.25,144.0,3
2024,45,Grocery,144,18169.432251837,4299.805859390453,199.0,189.0,190.0,180.5,165.0,3
2024,46,Grocery,165,23923.037945395095,5251.038060071998,144.0,199.0,189.0,174.25,195.0,3
2024,47,Grocery,195,28437.654039004014,5920.195662459883,165.0,144.0,199.0,175.75,174.0,3
2024,48,Grocery,174,23186.951907649734,4684.739809037281,195.0,165.0,144.0,169.5,211.0,3
2024,49,Grocery,211,29511.057333443812,6152.6828730100415,174.0,195.0,165.0,186.25,166.0,3
2024,50,Grocery,166,21907.592551087513,4497.466903539907,211.0,174.0,195.0,186.5,153.0,3
2024,51,Grocery,153,19818.86386389565,4235.020767940807,166.0,211.0,174.0,176.0,196.0,3
2024,4,Home Care,183,22161.982389730227,4372.993544497722,177.0,154.0,222.0,184.0,135.0,4
2024,5,Home Care,135,18339.253781562442,3677.6548053220185,183.0,177.0,154.0,162.25,153.0,4
2024,6,Home Care,153,22603.90859913718,4455.4454684409875,135.0,183.0,177.0,162.0,143.0,4
2024,7,Home Care,143,21155.25606007059,4668.19272604818,153.0,135.0,183.0,153.5,120.0,4
2024,8,Home Care,120,16815.793705919947,3168.525177107671,143.0,153.0,135.0,137.75,184.0,4
2024,9,Home Care,184,24965.50819311439,4765.15253081976,120.0,143.0,153.0,150.0,158.0,4
2024,10,Home Care,158,18852.424353403258,3721.181329165226,184.0,120.0,143.0,151.25,203.0,4
2024,11,Home Care,203,26847.36686757424,5102.038325737145,158.0,184.0,120.0,166.25,176.0,4
2024,12,Home Care,176,23128.66105757736,5009.036555699397,203.0,158.0,184.0,180.25,217.0,4
2024,13,Home Care,217,29217.51898084761,5820.10620655966,176.0,203.0,158.0,188.5,224.0,4
2024,14,Home Care,224,28041.547118955204,5834.535869374933,217.0,176.0,203.0,205.0,171.0,4
2024,15,Home Care,171,20621.139311984425,3830.3220280697797,224.0,217.0,176.0,197.0,152.0,4
2024,16,Home Care,152,19313.50018001618,4000.139451661078,171.0,224.0,217.0,191.0,148.0,4
2024,17,Home Care,148,19784.476569164977,3756.706125681834,152.0,171.0,224.0,173.75,183.0,4
2024,18,Home Care,183,25177.163090882987,4731.662013352812,148.0,152.0,171.0,163.5,188.0,4
2024,19,Home Care,188,21421.337601931067,4355.406593983263,183.0,148.0,152.0,167.75,215.0,4
2024,20,Home Care,215,23974.370683813493,4985.570803125507,188.0,183.0,148.0,183.5,167.0,4
2024,21,Home Care,167,22927.164982528495,4998.301756794226,215.0,188.0,183.0,188.25,198.0,4
2024,22,Home Care,198,27364.06290905271,5378.74543649361,167.0,215.0,188.0,192.0,187.0,4
2024,23,Home Care,187,21210.112988983215,4345.043635761287,198.0,167.0,215.0,191.75,209.0,4
2024,24,Home Care,209,28620.19510858029,5757.5658284382525,187.0,198.0,167.0,190.25,209.0,4
2024,25,Home Care,209,27846.90028694003,4696.500709501888,209.0,187.0,198.0,200.75,154.0,4
2024,26,Home Care,154,21657.208862015745,4418.733319613167,209.0,209.0,187.0,189.75,159.0,4
2024,27,Home Care,159,20786.27055350276,3949.3039671781376,154.0,209.0,209.0,182.75,189.0,4
2024,28,Home Care,189,23198.47494786832,4964.638407441047,159.0,154.0,209.0,177.75,208.0,4
2024,29,Home Care,208,27785.751170094965,5654.86782492801,189.0,159.0,154.0,177.5,163.0,4
2024,30,Home Care,163,18843.660207200497,3667.094861851128,208.0,189.0,159.0,179.75,165.0,4
2024,31,Home Care,165,23933.201767317263,4413.791097604754,163.0,208.0,189.0,181.25,231.0,4
2024,32,Home Care,231,27252.39678931708,5196.96828435863,165.0,163.0,208.0,191.75,168.0,4
2024,33,Home Care,168,21428.44445094019,4227.893140684478,231.0,165.0,163.0,181.75,182.0,4
2024,34,Home Care,182,22285.534275608716,4371.384619190066,168.0,231.0,165.0,186.5,134.0,4
2024,35,Home Care,134,14930.960561323333,3247.8649879743334,182.0,168.0,231.0,178.75,146.0,4
2024,36,Home Care,146,17519.624800511127,3965.542006118855,134.0,182.0,168.0,157.5,171.0,4
2024,37,Home Care,171,26090.98652107018,5083.937121168644,146.0,134.0,182.0,158.25,215.0,4
2024,38,Home Care,215,26095.469843406878,5027.327576308252,171.0,146.0,134.0,166.5,203.0,4
2024,39,Home Care,203,26009.186214260313,5107.936318687128,215.0,171.0,146.0,183.75,174.0,4
2024,40,Home Care,174,20654.174593544285,3742.2635801116694,203.0,215.0,171.0,190.75,217.0,4
2024,41,Home Care,217,25794.249635895158,5351.541018556165,174.0,203.0,215.0,202.25,152.0,4
2024,42,Home Care,152,21226.14666424319,4757.3225275826935,217.0,174.0,203.0,186.5,196.0,4
2024,43,Home Care,196,25147.048889503596,4866.944906549059,152.0,217.0,174.0,184.75,201.0,4
2024,44,Home Care,201,30718.402760093704,6594.198636257201,196.0,152.0,217.0,191.5,187.0,4
2024,45,Home Care,187,23961.606208268255,5039.480766978935,201.0,196.0,152.0,184.0,189.0,4
2024,46,Home Care,189,27221.170265563447,5824.822724210277,187.0,201.0,196.0,193.25,216.0,4
2024,47,Home Care,216,27805.34304543474,5427.293118243223,189.0,187.0,201.0,198.25,173.0,4
2024,48,Home Care,173,21618.419422845545,4264.388180017495,216.0,189.0,187.0,191.25,198.0,4
2024,49,Home Care,198,26387.273301093308,5346.359832995357,173.0,216.0,189.0,194.0,204.0,4
2024,50,Home Care,204,27812.408275317834,5129.788286165476,198.0,173.0,216.0,197.75,212.0,4
2024,51,Home Care,212,24555.007289516034,4705.3757929284275,204.0,198.0,173.0,196.75,197.0,4
2024,4,Personal Care,84,12696.085805780764,2630.8834639064253,82.0,102.0,57.0,81.25,101.0,5
2024,5,Personal Care,101,12831.652915260218,2415.9224062115404,84.0,82.0,102.0,92.25,74.0,5
2024,6,Personal Care,74,8227.748459441356,1661.5730207427935,101.0,84.0,82.0,85.25,114.0,5
2024,7,Personal Care,114,15852.848431555176,3108.560027703993,74.0,101.0,84.0,93.25,93.0,5
2024,8,Personal Care,93,12333.205051260084,2609.296328054061,114.0,74.0,101.0,95.5,70.0,5
2024,9,Personal Care,70,8639.103876240033,1560.1854515169207,93.0,114.0,74.0,87.75,110.0,5
2024,10,Personal Care,110,16932.7532822537,3659.31508553174,70.0,93.0,114.0,96.75,124.0,5
2024,11,Personal Care,124,15656.109279583598,3081.766617041282,110.0,70.0,93.0,99.25,92.0,5
2024,12,Personal Care,92,9554.806389248855,1694.5038295432314,124.0,110.0,70.0,99.0,92.0,5
2024,13,Personal Care,92,11124.919035758367,2146.9711886161163,92.0,124.0,110.0,104.5,105.0,5
2024,14,Personal Care,105,12774.334459372096,2602.7965173115595,92.0,92.0,124.0,103.25,77.0,5
2024,15,Personal Care,77,8757.382379303805,1860.8237507314454,105.0,92.0,92.0,91.5,99.0,5
2024,16,Personal Care,99,13398.618938792835,2672.1227209738486,77.0,105.0,92.0,93.25,73.0,5
2024,17,Personal Care,73,10651.15108229415,2175.019050726798,99.0,77.0,105.0,88.5,114.0,5
2024,18,Personal Care,114,16071.530067765429,3394.3629654833703,73.0,99.0,77.0,90.75,132.0,5
2024,19,Personal Care,132,15656.881197294706,2834.9537415835125,114.0,73.0,99.0,104.5,101.0,5
2024,20,Personal Care,101,15092.663924451952,3401.377227127672,132.0,114.0,73.0,105.0,71.0,5
2024,21,Personal Care,71,8981.062511698443,1523.2248740939508,101.0,132.0,114.0,104.5,86.0,5
2024,22,Personal Care,86,11007.0305852299,2153.7351183920546,71.0,101.0,132.0,97.5,75.0,5
2024,23,Personal Care,75,9399.547915845433,1976.7766640016905,86.0,71.0,101.0,83.25,66.0,5
2024,24,Personal Care,66,9201.916358351142,1961.177196239411,75.0,86.0,71.0,74.5,95.0,5
2024,25,Personal Care,95,11753.578462143501,2261.0104582195136,66.0,75.0,86.0,80.5,91.0,5
2024,26,Personal Care,91,10680.027528705456,1986.3015859558154,95.0,66.0,75.0,81.75,84.0,5
2024,27,Personal Care,84,12742.35580987726,2572.737795120367,91.0,95.0,66.0,84.0,126.0,5
2024,28,Personal Care,126,16337.951672561667,3475.4573557931444,84.0,91.0,95.0,99.0,76.0,5
2024,29,Personal Care,76,11232.786198898291,2265.986543426557,126.0,84.0,91.0,94.25,105.0,5
2024,30,Personal Care,105,13880.190706434012,2763.5716102659426,76.0,126.0,84.0,97.75,72.0,5
2024,31,Personal Care,72,8069.7693731824975,1354.013979744895,105.0,76.0,126.0,94.75,88.0,5
2024,32,Personal Care,88,9428.554955455716,1721.1023915866542,72.0,105.0,76.0,85.25,72.0,5
2024,33,Personal Care,72,10048.459965509915,2337.4006325859536,88.0,72.0,105.0,84.25,93.0,5
2024,34,Personal Care,93,12244.81366977643,2591.3410829920276,72.0,88.0,72.0,81.25,89.0,5
2024,35,Personal Care,89,10807.947665650374,2153.8382083289516,93.0,72.0,88.0,85.5,67.0,5
2024,36,Personal Care,67,8840.462997609407,1867.4846477036706,89.0,93.0,72.0,80.25,89.0,5
2024,37,Personal Care,89,12032.205081340815,2660.763556772011,67.0,89.0,93.0,84.5,135.0,5
